plain,plen,,a.平的；简单的；朴素的；清晰的 n.平原；无格式；朴实无华的东西 ad.清楚地；平易地,初中
plan,plæn,,n.计划；平面图 v.计划；设计；打算,初中
plane,plen,,n.飞机；平面；程度，水平 v.刨；乘飞机旅行；翱翔 a.平的；平面的,初中
planet,'plænɪt,,n.行星,初中
plant,plænt,,n.工厂，车间；植物；设备；庄稼 v.种植；培养；栽培；安置,初中
plastic,'plæstɪk,,a.塑料的；（外科）造型的；可塑的 n.塑料制品；整形；可塑体,初中
plate,pleɪt,,n.碟；金属板；金属牌；感光底片 v.电镀；给…装甲,初中
play,ple,,v.游戏；扮演；演奏；播放；同…比赛 n.游戏；比赛；剧本,初中
playground,'ple'graʊnd,,n.运动场，操场；游乐场,初中
pleasant,'plɛznt,,a.令人愉快的，舒适的；讨人喜欢的，和蔼可亲的 n.(Pleasant)人名；(英)普莱曾特,初中
please,pliz,,v.使喜欢；使高兴，使满意 int.请（礼貌用语）,初中
pleasure,ˈplɛʒɚ,,n.快乐；希望；娱乐；令人高兴的事 vt.使高兴；使满意 vi.高兴；寻欢作乐,初中
plenty,'plɛnti,,n.丰富，大量；充足 a.足够的，很多的 ad.足够,初中
pocket,'pɑkɪt,,n.口袋；钱；容器 v.隐藏；忍受；将…放入衣袋 a.小型的，袖珍的；金钱上的,初中
poem,'poəm,,n.诗,初中
point,pɔɪnt,,n.要点；得分；标点；[机] 尖端 v.指向；弄尖；加标点于,初中
police,pə'lis,,n.警察，警方；治安 v.监督；管辖；维持治安；为…配备警察 a.警察的；有关警察的,初中
policy,'pɑləsi,,n.政策，方针；保险单,初中
polite,pə'laɪt,,a.有礼貌的，客气的；文雅的；上流的；优雅的,初中
pond,pɑnd,,vt.筑成池塘 vi.筑成池塘 n.池塘,初中
pool,pul,,n.联营；撞球；水塘；共同资金 v.联营，合伙经营,初中
poor,pʊr,,a.贫穷的；可怜的；贫乏的；卑鄙的 n.(Poor)人名；(英、伊朗)普尔,初中
popular,'pɑpjəlɚ,,a.流行的，通俗的；受欢迎的；大众的；普及的,初中
population,",pɑpju'leʃən",,n.人口；[生物] 种群，[生物] 群体；全体居民,初中
pork,pɔrk,,n.猪肉 vt.与女子性交,初中
position,pə'zɪʃən,,n.位置，方位；职位，工作；姿态；站位 v.安置；把……放在适当位置,初中
possible,'pɑsəbl,,a.可能的；合理的；合适的 n.可能性；合适的人；可能的事物,初中
post,post,,n.岗位；邮件；标杆 v.张贴；公布；邮递；布置,初中
postcard,'post'kɑrd,,n.明信片,初中
postman,'postmən,,n.邮递员；邮差,初中
potato,pə'teto,,n.[作物] 土豆，[作物] 马铃薯,初中
pound,paʊnd,,n.英镑；重击，重击声；兽栏；拘留所 v.捣烂；敲打；监禁，拘留,初中
practice,'præktɪs,,n.实践；练习；惯例 v.练习；实习；实行,初中
praise,prez,,n.赞扬；称赞；荣耀；崇拜 v.赞美，歌颂；表扬,初中
prepare,prɪ'pɛr,,v.准备；使适合；装备；起草,初中
present,'prɛznt,,v.提出；介绍；呈现；赠送 a.现在的；出席的 n.现在；礼物；瞄准,初中
president,'prɛzɪdənt,,n.总统；董事长；校长；主席,初中
pretty,'prɪti,,a.漂亮的；可爱的；优美的 ad.相当地；颇 n.有吸引力的事物（尤指饰品）；漂亮的人,初中
prevent,pri'vɛnt,,v.预防，防止；阻止,初中
price,praɪs,,n.价格；价值；代价 v.给……定价；问……的价格,初中
pride,praɪd,,n.自豪；骄傲；自尊心 v.使得意，以…自豪,初中
primary,'praɪmɛri,,a.主要的；初级的；基本的 n.原色；最主要者,初中
print,prɪnt,,n.印刷业；印花布；印刷字体；印章；印记 v.印刷；打印；刊载；用印刷体写；在…印花样,初中
prison,'prɪzn,,n.监狱；监禁；拘留所 vt.监禁，关押,初中
prisoner,'prɪznɚ,,n.囚犯，犯人；俘虏；刑事被告,初中
private,'praɪvət,,a.私人的；私有的；私下的 n.列兵；二等兵,初中
prize,praɪz,,n.奖品；奖赏；战利品 v.珍视；捕获；估价 a.获奖的,初中
problem,'prɑbləm,,n.难题；引起麻烦的人 a.成问题的；难处理的,初中
produce,prə'dus,,v.生产；引起；创作；生育，繁殖 n.农产品，产品,初中
progress,'prɑɡrɛs,,n.进步，发展；前进 v.前进，进步；进行,初中
promise,'prɑmɪs,,n.许诺，允诺；希望 v.允诺，许诺；给人以…的指望或希望,初中
pronounce,prə'naʊns,,v.发音；宣判；断言,初中
pronunciation,"prə,nʌnsɪ'eʃən",,n.发音；读法,初中
proper,'prɑpɚ,,a.适当的；本身的；特有的；正派的 ad.完全地 n.(Proper)人名；(英、德)普罗珀,初中
protect,prə'tɛkt,,v.保护，防卫；警戒,初中
proud,praʊd,,a.自豪的；得意的；自负的 n.(Proud)人名；(英)普劳德,初中
prove,pruv,,v.证明；检验；显示,初中
provide,prə'vaɪd,,v.提供；规定；准备；装备,初中
public,'pʌblɪk,,a.公众的；政府的；公用的；公立的 n.公众；社会；公共场所,初中
pull,pʊl,,v.拉；拔；拖 n.拉，拉绳；拉力，牵引力；拖,初中
punish,'pʌnɪʃ,,v.惩罚；严厉对待；贪婪地吃喝,初中
pupil,pjupl,,n.学生；[解剖] 瞳孔；未成年人,初中
purple,'pɝpl,,a.紫色的；帝王的；华而不实的 n.紫色；紫袍 v.变成紫色,初中
purse,pɝs,,n.(女士)手提袋；(国家、家庭、团体等的) 财力 v.（嘴巴）皱起，使缩拢；撅嘴,初中
push,pʊʃ,,v.推动，增加；对…施加压力，逼迫；按；说服 n.推，决心；大规模攻势；矢志的追求,初中
quarter,'kwɔrtɚ,,n.四分之一；地区；季度；一刻钟；两角五分；节 v.住宿；驻扎 num.四分之一,初中
queen,kwin,,n.女王，王后；（纸牌中的）皇后；（蜜蜂等的）蜂王 v.使…成为女王或王后,初中
question,'kwɛstʃən,,n.问题，疑问；询问；疑问句 v.询问；怀疑；审问,初中
quick,kwɪk,,n.核心；伤口的嫩肉 a.快的；迅速的，敏捷的；灵敏的 ad.迅速地，快,初中
quiet,'kwaɪət,,a.安静的；安定的；不动的；温顺的 n.安静；和平 v.使平息；安慰,初中
quite,kwaɪt,,ad.很；相当；完全,初中
rabbit,'ræbɪt,,n.兔子，野兔 v.让…见鬼去吧,初中
race,res,,n.属，种；种族，人种；家庭，门第 v.使参加比赛；和…竞赛；使急走，使全速行进,初中
radio,'redɪo,,n.收音机；无线电广播设备 v.用无线电进行通信,初中
railway,'relwe,,n.（英）铁路；轨道；铁道部门 vi.乘火车旅行,初中
rain,reɪn,,n.雨；下雨；雨天；雨季 v.下雨；降雨,初中
raincoat,ˈreɪnkoʊt,,n.（美）雨衣,初中
rainy,'reni,,a.下雨的；多雨的 n.(Rainy)人名；(英)雷尼,初中
raise,rez,,v.提高；筹集；养育；升起 n.高地；上升；加薪,初中
rapid,'ræpɪd,,a.迅速的，急促的；飞快的；险峻的 n.急流；高速交通工具，高速交通网,初中
rat,ræt,,n.鼠；卑鄙小人，叛徒 v.捕鼠；背叛，告密,初中
rather,'ræðɚ,,ad.宁可，宁愿；相当 int.当然啦（回答问题时用） n.(Rather)人名；(英)拉瑟,初中
reach,ritʃ,,v.达到；延伸；伸出手；传开 n.范围；延伸；河段；横风行驶,初中
ready,'rɛdi,,a.准备好；现成的；迅速的；情愿的；快要…的 n.现款；预备好的状态 ad.迅速地；预先 v.使准备好,初中
real,'riəl,,a.实际的；真实的；实在的 ad.真正地；确实地 n.现实；实数,初中
receive,rɪ'siv,,v.收到；接待；接纳,初中
recent,'risnt,,a.最近的；近代的,初中
recite,rɪ'saɪt,,v.背诵；叙述；列举,初中
record,(for v.) rɪˈkɔrd; (for n. adj.) ˈrɛkɚd,,v.记录，记载；标明；将录音 n.档案，履历；唱片；最高纪录 a.创纪录的,初中
recorder,rɪ'kɔrdɚ,,n.录音机；记录器；记录员；八孔直笛,初中
red,rɛd,,n.红色，红颜料；赤字 a.红色的；红肿的，充血的,初中
refuse,ri'fjʊz,,n.垃圾；废物 v.拒绝；不愿；抵制,初中
regard,rɪ'ɡɑrd,,n.注意；尊重；问候；凝视 v.注重，考虑；看待；尊敬；把…看作；与…有关,初中
regret,rɪ'ɡrɛt,,n.遗憾；抱歉；悲叹 v.后悔；惋惜；哀悼,初中
relation,rɪ'leʃən,,n.关系；叙述；故事；亲属关系,初中
relax,rɪ'læks,,v.放松，休息；松懈，松弛；变从容；休养,初中
remain,rɪ'men,,v.保持；依然；留下；剩余；逗留；残存 n.遗迹；剩余物，残骸,初中
remember,rɪ'mɛmbɚ,,v.记得；牢记；纪念；代…问好,初中
repair,rɪ'pɛr,,v.修理；修复 n.修理，修补；修补部位,初中
repeat,rɪ'pit,,v.重复；复制；背诵 n.重复；副本,初中
reply,rɪ'plai,,v.回答；[法] 答辩；回击 n.回答；[法] 答辩,初中
report,rɪ'pɔrt,,n.报告；报道；成绩单 v.报告；报导；使报到,初中
require,rɪ'kwaɪr,,v.需要；要求；命令,初中
research,'risɝtʃ,,n.研究；调查 v.研究；调查,初中
rest,rɛst,,v.使休息，使轻松；把…寄托于 n.休息，静止；休息时间；剩余部分；支架,初中
restaurant,ˈrɛstəˌrɑnt; ˈrɛstərənt; ˈrɛsˌtrɑnt,,n.餐馆；[经] 饭店,初中
result,rɪ'zʌlt,,n.结果；成绩；答案；比赛结果 v.结果；导致；产生,初中
retell,",ri'tɛl",,v.复述；再讲；重述,初中
return,rɪ'tɝn,,v.返回；报答 n.返回；归还；回球 a.报答的；回程的；返回的,初中
review,rɪ'vju,,n.回顾；复习；评论；检讨；检阅 v.回顾；检查；复审,初中
rice,raɪs,,n.稻；米饭 v.把…捣成米糊状,初中
rich,rɪtʃ,,a.富有的；肥沃的；昂贵的 n.(Rich)人名；(丹)里克；(捷)里赫；(英、西)里奇；(葡、法)里什,初中
riddle,'rɪdl,,v.解谜；给出谜；充满于 n.谜语；粗筛；谜一般的人、东西、事情等,初中
right,raɪt,,a.正确的；直接的；右方的 v.复正；恢复平稳 n.正确；右边；正义 ad.正确地；恰当地；彻底地,初中
risk,rɪsk,,n.风险；危险；冒险 v.冒…的危险,初中
river,'rɪvɚ,,n.河，江,初中
road,rod,,n.公路，马路；道路；手段 vt.（狗）沿臭迹追逐（猎物） a.（美）巡回的,初中
robot,'robɑt,,n.机器人；遥控设备，自动机械；机械般工作的人,初中
rock,rɑk,,n.岩石；摇滚乐；暗礁 v.摇动；使摇晃,初中
role,rol,,n.角色；任务,初中
room,rum,,n.房间；空间；余地；机会；房间里所有的人 v.为…提供住处；租房，合住；投宿，住宿；留…住宿,初中
rope,rop,,n.绳，绳索 v.捆，绑,初中
rose,roz,,n.玫瑰；粉红色；蔷薇（花）；粉红色的葡萄酒 a.玫瑰花的；玫瑰色的；粉红色的；带有玫瑰香味的 vt.使成玫瑰色，使（面颊）发红；使有玫瑰香味 vi.起义( rise的过去式)；升起；（数量）增加；休会,初中
round,raʊnd,,n.圆；循环；一回合；圆形物 a.圆的；完全的；大概的；肥胖的 ad.在周围；迂回地；朝反方向；挨个 v.完成；围捕；绕行；弄圆 prep.附近；绕过；大约；在…周围,初中
row,ro,,n.行，排；划船；街道；吵闹 v.划船；使……成排,初中
rubber,'rʌbɚ,,n.橡胶；橡皮；合成橡胶；按摩师 a.橡胶制成的 v.涂橡胶于；用橡胶制造,初中
rubbish,'rʌbɪʃ,,n.垃圾，废物；废话 a.毫无价值的,初中
rule,rul,,v.统治；管辖；裁定 n.统治；规则,初中
ruler,'rulɚ,,n.尺；统治者；[测] 划线板，划线的人,初中
rush,rʌʃ,,n.冲进；匆促；急流；灯心草 a.急需的 v.使冲；突袭；匆忙地做；飞跃,初中
Rusia,,,鲁西亚（地名）,初中
Russian,'rʌʃən,,a.俄国的；俄语的 n.俄语；俄国人,初中
sad,sæd,,a.难过的；悲哀的，令人悲痛的；凄惨的，阴郁的（形容颜色）,初中
safe,sef,,a.安全的；可靠的；平安的 n.保险箱；冷藏室；纱橱,初中
safety,'sefti,,n.安全；保险；安全设备；保险装置；安打,初中
sail,sel,,v.航行；启航，开船 n.帆，篷；航行,初中
salad,'sæləd,,n.色拉；尤指莴苣,初中
sale,sel,,n.销售；出售；拍卖；销售额；廉价出售,初中
salt,sɔlt,,n.盐；风趣，刺激性 a.咸水的；含盐的，咸味的；盐腌的；猥亵的 v.用盐腌；给…加盐；将盐撒在道路上使冰或雪融化,初中
same,sem,,a.相同的；同一的；上述的（通常与the连用）；无变化的 pron.同样的事物或人（通常与the连用） ad.同样地（通常与the连用） n.(Same)人名；(意)萨梅,初中
sand,sænd,,n.沙；沙地；沙洲；沙滩；沙子 v.撒沙于；以沙掩盖；用砂纸等擦平或磨光某物；使撒沙似地布满；给…掺沙子,初中
sandwich,'sænwɪtʃ,,v.夹入；挤进；把做成三明治 n.三明治；夹心面包,初中
Saturday,sætɚdɪ; -de,,n.星期六,初中
sausage,'sɔsɪdʒ,,n.香肠；腊肠；装香肠的碎肉,初中
save,sev,,v.节省；保存；储蓄；解救 prep.除之外 n.救援,初中
scarf,skɑrf,,n.围巾；嵌接，嵌接处；头巾领巾 v.披嵌接；用围巾围,初中
school,skul,,n.学校；学院；学派；鱼群 v.教育,初中
schoolbag,ˈskulˌbæɡ,,n.书包,初中
science,'saɪəns,,n.科学；技术；学科；理科,初中
scientist,'saɪəntɪst,,n.科学家,初中
score,skɔ,,n.分数；二十；配乐；刻痕 v.获得；评价；划线，刻划；把…记下,初中
screen,skrin,,n.屏，幕；屏风 v.筛；拍摄；放映；掩蔽,初中
sea,si,,n.海；海洋；许多；大量,初中
search,sɝtʃ,,v.搜寻；调查；探求 n.搜寻；探究，查究,初中
season,'sizn,,n.时期；季节；赛季 v.给…调味；使适应,初中
seat,sit,,n.座位；所在地；职位 v.使…坐下；可容纳…的；使就职,初中
second,'sɛkənd,,n.秒；第二名；瞬间；二等品 v.支持 a.第二的；次要的；附加的 num.第二 ad.第二；其次；居第二位,初中
secret,'sikrɪt,,n.秘密；秘诀；机密 a.秘密的；机密的,初中
secretary,'sɛkrətɛrɪ,,n.秘书；书记；部长；大臣,初中
seem,sim,,v.似乎；像是；装作 n.(Seem)人名；(英)西姆,初中
seldom,'sɛldəm,,ad.很少，不常,初中
sense,sɛns,,n.感觉，功能；观念；道理；理智 v.感觉到；检测,初中
sentence,'sɛntəns,,n.[语][计] 句子，命题；宣判，判决 v.判决，宣判,初中
separate,(for v.) sɛpəˌret; (for adj.) sɛprɪt,,v.使分离；使分开；使分居 a.单独的；分开的；不同的；各自的； n.分开；抽印本,初中
September,sɛp'tɛmbɚ,,n.九月,初中
serious,'sɪrɪəs,,a.严肃的，严重的；认真的；庄重的；危急的,初中
servant,'sɝvənt,,n.仆人，佣人；公务员；雇工,初中
service,'sɝvɪs,,n.服务，服侍；服役；仪式 a.服务性的；耐用的；服现役的 v.维修，检修；保养,初中
seven,'sɛvn,,num.七个，七 n.七个，七 a.七的；七个的,初中
seventeen,",sɛvn'tin",,n.十七，十七个 a.十七岁的；十七的，十七个的 num.十七,初中
seventh,'sɛvənθ,,n.第七；七分之一 a.第七的；七分之一的 ad.居第七位地,初中
seventy,'sɛvnti,,n.七十；七十个；七十岁；七十年代 a.七十的；七十个的；七十岁的 num.七十,初中
several,ˈsevrəl,,a.几个的；各自的 pron.几个；数个,初中
shame,ʃem,,n.羞耻，羞愧；憾事，带来耻辱的人 v.使丢脸，使羞愧,初中
shape,ʃep,,n.形状；模型；身材；具体化 v.形成；塑造，使成形；使符合,初中
share,ʃɛr,,v.分享，分担；分配 n.份额；股份,初中
she,ʃi,,pron.她（主格）；它（用来指雌性动物或国家、船舶、地球、月亮等） n.女人；雌性动物,初中
ship,ʃɪp,,v.运送，乘船；以船运送 n.船；舰；太空船,初中
shirt,ʃɝt,,n.衬衫；汗衫，内衣,初中
shoe,ʃu,,n.鞋；蹄铁；外胎 v.给……穿上鞋；穿……鞋,初中
shop,ʃɑp,,n.商店；店铺 v.购物,初中
short,ʃɔrt,,a.短的；不足的；矮的，低的 n.短；缺乏；短路；短裤 ad.不足；突然；唐突地,初中
shorts,ʃɔrts,,n.短裤,初中
should,ʃəd; strong form ʃʊd,,aux.应该；就；可能；将要,初中
shoulder,'ʃoldɚ,,n.肩，肩膀；肩部 v.肩负，承担,初中
shout,ʃaʊt,,v.呼喊；喊叫；大声说 n.呼喊；呼叫,初中
show,ʃo,,v.显示；说明；演出；展出 n.显示；表演；炫耀,初中
shower,'ʃaʊɚ,,n.淋浴；（倾泻般出现的）一阵，一大批；阵雨 v.大量地给予；把……弄湿,初中
shy,ʃaɪ,,a.害羞的；畏缩的，胆怯的 v.投；畏缩；惊退；厌恶 n.投掷；惊跳,初中
sick,sɪk,,a.厌恶的；病态的；不舒服；渴望的；恶心的 ；生病的 n.病人 v.使狗去咬；呕吐；追击,初中
side,saɪd,,n.方面；侧面；旁边 v.支持；赞助；偏袒 a.旁的，侧的,初中
sight,saɪt,,n.视力；景象；眼界；见解 v.看见；瞄准 a.见票即付的；即席的,初中
